feedback_id,created_at,author_type,channel,text,true_theme
F01060,2025-12-20,provider,support,"Honestly, Two refunds approved by email but nothing showing in the account Cheers I live near Z04 3FD",credits_refund
F01061,2026-03-01,provider,support,Quick one: Bought 2 leads this month and only one picked up the phone,lead_quality
F01062,2025-11-06,provider,support,Quoted one price then asked for more once the work started This was in Z05,price_dispute
F01063,2026-01-28,provider,review,map view is blank on my phone since the last update would appreciate a reply email me at fatima84@example.com,app_bug
F01064,2026-01-22,customer,review,so would be nice to actually get a response from the person i was matched with this was in z06,provider_communication
F01065,2026-01-08,customer,survey,"Just to say Cancelled on me twice last minute, really unreliable",provider_no_show
F01066,2025-11-21,provider,support,Third enquiry this week where the person says they never filled anything in Second time this has happened,lead_quality
F01067,2026-01-09,customer,support,paid for the lead apparently but i never heard from anyone this was in z26 I live near Z08 8ED,provider_communication
F01068,2025-12-09,customer,survey,"Update - Filled in my details twice and heard nothing, is this site even active Please sort it out",provider_communication
F01069,2025-11-05,provider,review,Quick one: Nobody got in touch after I filled in the form Cheers,provider_communication
F01070,2025-11-27,customer,review,Not happy. Nobody got in touch after I filled in the form Not impressed,provider_communication
F01071,2025-09-26,customer,support,"so brilliant at talking me through the options, i was dreading this and it was painless would appreciate a reply",workmanship_quality
F01072,2025-09-10,provider,survey,Third enquiry this week where the person says they never filled anything in Been using the site since December -- This message was sent via the marketplace app,lead_quality
F01073,2025-12-22,customer,support,Just to say Rates changed after the first day of work without warning Second time this has happened Sent from my iPhone,price_dispute
F01074,2025-11-03,customer,survey,FYI The multi-day discount on the profile turned out not to exist Otherwise fine,price_dispute
F01075,2026-02-25,provider,review,"update - lead was from z15 which i don't even cover, why was it sent to me this was in z15 my number is 07700 900846 -- This message was sent via the marketplace app",lead_quality
F01076,2025-11-24,provider,survey,"Honestly, Was promised my money back for the fake enquiry, 2 days later still waiting This was in Z13",credits_refund
F01077,2025-12-18,provider,survey,"FYI Someone wanting an installation sent to me, I only do repairs, that's on you Cheers my number is 07700 900025",lead_quality
F01078,2026-02-14,provider,survey,Uploaded a new profile photo and it shows sideways Been using the site since September,app_bug
F01079,2026-01-06,customer,review,"Hi, Booked a morning slot, waited 40 minutes, nobody came. No explanation email me at ahmed34@example.com",provider_no_show
F01080,2026-02-12,provider,review,"Just to say Customer never answered, wasted credits again Been using the site since November",lead_quality
F01081,2026-02-19,provider,support,update - customers keep saying they already found someone by the time i call not impressed,lead_quality
F01082,2026-01-20,customer,review,"update - was told £35 an hour, invoice came in at £40, no explanation been using the site since january",price_dispute
F01083,2026-02-04,provider,review,"So Getting enquiries from people who want work in three months, not now Not impressed",lead_quality
F01084,2025-11-09,customer,support,Quoted one price then asked for more once the work started This was in Z28 my number is 07700 900161,price_dispute
F01085,2026-01-27,provider,support,The app crashes every time I open the leads tab Cheers,app_bug
F01086,2026-01-13,provider,support,"Quick one: Same customer sent to me twice, charged twice Would appreciate a reply",lead_quality
F01087,2026-01-13,customer,review,"Not happy. Felt rushed, didn't finish the sealing properly before leaving Otherwise fine my number is 07700 900393",workmanship_quality
F01088,2025-12-20,customer,survey,"update - explains things in a way that actually makes sense, worth every penny would appreciate a reply my number is 07700 900903",workmanship_quality
F01089,2025-11-30,provider,review,Customers keep saying they already found someone by the time I call Cheers,lead_quality
F01090,2026-02-22,provider,support,FYI Paid for a lead and the customer's number was disconnected Please sort it out,lead_quality
F01091,2025-11-21,customer,review,"Hi, Great tradesperson, tidy and methodical, highly recommend Otherwise fine",workmanship_quality
F01092,2025-12-28,customer,survey,"Hi, Asked for cash up front for the full job then said the rate had gone up Been using the site since November",price_dispute
F01093,2025-12-11,customer,review,Not happy. Turned up 25 minutes into a one hour slot and still charged the full hour Been using the site since October,provider_no_show
F01094,2025-12-01,customer,survey,fyi would be nice to actually get a response from the person i was matched with cheers,provider_communication
F01095,2025-10-20,customer,review,Provider Olga didn't turn up for the first visit and never called,provider_no_show
F01096,2025-11-24,customer,support,"Quick one: Felt rushed, didn't finish the sealing properly before leaving -- This message was sent via the marketplace app",workmanship_quality
F01097,2025-10-23,provider,survey,"honestly, uploaded a new profile photo and it shows sideways otherwise fine email me at marek49@example.com",app_bug
F01098,2025-12-08,customer,review,"Great tradesperson, tidy and methodical, highly recommend Cheers",workmanship_quality
F01099,2026-02-25,provider,support,fyi paid for a lead and the customer's number was disconnected been using the site since january,lead_quality
F01100,2025-10-11,provider,support,Update - Bought 12 leads this month and only one picked up the phone -- This message was sent via the marketplace app,lead_quality
F01101,2025-09-19,customer,review,"Honestly, Great tradesperson, tidy and methodical, highly recommend",workmanship_quality
F01102,2026-01-02,customer,support,FYI Provider bought my lead but never contacted me Second time this has happened,provider_communication
F01103,2026-01-02,provider,support,"Login loop on Android, keeps sending me back to the start screen Second time this has happened",app_bug
F01104,2026-02-19,provider,support,Update - Top up went through on my card but the balance didn't change -- This message was sent via the marketplace app,credits_refund
F01105,2025-12-11,customer,support,"Snapped at me when I asked a question, made the whole thing uncomfortable Would appreciate a reply",workmanship_quality
F01106,2026-02-15,customer,review,So Asked for cash up front for the full job then said the rate had gone up email me at sophie30@example.com,price_dispute
F01107,2026-02-23,customer,review,"fyi really thorough, explained the whole job clearly and finished ahead of time! please sort it out",workmanship_quality
F01108,2026-02-15,provider,survey,Update - Customers keep saying they already found someone by the time I call Would appreciate a reply,lead_quality
F01109,2025-09-12,customer,support,"Was told £33 an hour, invoice came in at £49, no explanation Not impressed",price_dispute
F01110,2026-01-16,customer,survey,"not happy. was late again by half an hour, third time this month",provider_no_show
F01111,2025-10-15,customer,survey,"Hi, Snapped at me when I asked a question, made the whole thing uncomfortable Thanks",workmanship_quality
F01112,2026-02-08,customer,survey,"Sent three messages, no reply for a week Cheers",provider_communication
F01113,2025-11-29,customer,support,quick one: paid for the lead apparently but i never heard from anyone,provider_communication
